@relation Output_Experiment2_5000_0

@attribute 0 numeric
@attribute 1 numeric
@attribute 2 numeric
@attribute class1 {class1,class2}

@data
0,7.61666,9.30034,class2
0,6.74012,8.76374,class2
0,1.03369,3.26967,class1
0,7.76774,7.2284,class2
0,6.87406,6.29416,class2
0,5.70698,8.18574,class2
0,2.54346,3.70929,class1
0,7.46281,7.15904,class2
0,6.1363,6.23885,class2
0,3.40493,4.2536,class1
0,1.71562,2.98171,class1
0,7.28987,7.19278,class2
0,2.01789,5.08373,class1
0,5.57353,9.33752,class2
0,1.49446,2.4853,class1
0,6.61012,10.1906,class2
0,3.2508,3.79196,class1
0,2.21808,2.54469,class1
0,6.23036,7.81112,class2
0,0.413179,1.94604,class1
0,1.99387,2.59746,class1
0,2.23553,2.06462,class1
0,2.59709,2.85381,class1
0,1.9274,3.44816,class1
0,6.38823,9.42123,class2
0,5.72775,8.30467,class2
0,9.85836,4.94912,class2
0,5.82955,8.3164,class2
0,6.27537,7.93759,class2
0,3.50919,5.18834,class1
0,2.36003,2.7012,class1
0,6.19641,7.77774,class2
0,1.27688,4.89648,class1
0,1.70287,4.07506,class1
0,1.72593,3.94924,class1
0,6.59485,9.02537,class2
0,1.58509,3.62121,class1
0,4.46572,9.77459,class2
0,7.1833,10.0134,class2
0,5.03881,7.05175,class2
0,2.10487,2.79617,class1
0,7.41882,6.4189,class2
0,7.42057,10.3325,class2
0,8.30362,9.03685,class2
0,0.221316,2.61848,class1
0,5.06297,5.22495,class2
0,5.4116,8.72879,class2
0,1.89281,4.92724,class1
0,2.70154,1.10248,class1
0,-0.115382,3.97668,class1
0,1.59602,4.07801,class1
0,2.39532,1.54949,class1
0,3.50084,2.76505,class1
0,7.17425,9.27984,class2
0,5.27471,10.3988,class2
0,2.97074,4.33258,class1
0,6.50174,7.75701,class2
0,3.3162,5.18664,class1
0,1.45226,3.1745,class1
0,2.02841,5.37916,class1
0,7.28074,9.96429,class2
0,4.5318,1.71809,class1
0,2.3656,2.52766,class1
0,3.77916,3.52477,class1
0,0.225548,4.65533,class1
0,9.39195,5.49965,class2
0,2.11339,1.29388,class1
0,1.15207,3.62054,class1
0,0.601878,6.47785,class1
0,6.6191,6.25463,class2
0,1.3428,5.34939,class1
0,7.75856,8.43533,class2
0,6.55806,7.76113,class2
0,1.99243,2.42227,class1
0,6.08309,10.1503,class2
0,6.53054,6.6091,class2
0,0.478032,4.08219,class1
0,3.6345,0.836048,class1
0,6.64042,7.19355,class2
0,5.6872,6.45454,class2
0,7.07749,9.0033,class2
0,2.41188,2.78242,class1
0,0.11775,2.82064,class1
0,7.69108,7.48253,class2
0,1.91845,1.0793,class1
0,6.04481,6.40471,class2
0,2.42549,4.02791,class1
0,2.35206,2.57397,class1
0,7.78021,8.84869,class2
0,7.48605,10.4811,class2
0,6.25805,7.84324,class2
0,1.44338,2.32492,class1
0,0.651975,2.76667,class1
0,-0.217119,2.85154,class1
0,6.63041,5.90524,class2
0,5.97418,7.63506,class2
0,7.63186,8.90205,class2
0,6.44537,8.93303,class2
0,5.97947,7.51619,class2
0,2.70675,1.1378,class1
0,5.80459,7.21279,class2
0,6.77644,7.03908,class2
0,1.86017,4.54056,class1
0,2.47349,0.807472,class1
0,2.87607,4.39371,class1
0,6.38522,9.36957,class2
0,7.97601,9.24872,class2
0,6.97081,6.7631,class2
0,2.33294,4.15355,class1
0,6.26281,6.63183,class2
0,1.10202,4.53218,class1
0,7.21781,9.4973,class2
0,6.43216,7.28751,class2
0,8.24784,8.01272,class2
0,1.4893,3.33986,class1
0,1.55544,4.35081,class1
0,0.606593,4.49616,class1
0,1.55074,4.61525,class1
0,6.29089,10.7268,class2
0,0.661498,0.629038,class1
0,5.80699,8.77413,class2
0,0.164141,2.72499,class1
0,8.28225,9.27731,class2
0,6.44429,9.45451,class2
0,1.38059,3.6113,class1
0,2.71895,1.24813,class1
0,6.65344,8.274,class2
0,3.06699,1.91745,class1
0,7.80785,9.21609,class2
0,2.58801,4.93746,class1
0,5.9231,7.01666,class2
