@relation Output_Experiment2_reoccuring_5000_0

@attribute 0 numeric
@attribute 1 numeric
@attribute 2 numeric
@attribute class1 {class1,class2}

@data
0,2.80434,2.9935,class1
0,7.06057,7.31558,class2
0,6.87036,5.54836,class2
0,6.86784,9.03922,class2
0,2.00437,2.08659,class1
0,2.1686,2.53774,class1
0,3.90926,0.846256,class1
0,6.541,8.21722,class2
0,2.50919,4.16822,class1
0,1.16597,3.09535,class1
0,0.509267,1.62077,class1
0,7.02967,9.0689,class2
0,1.39542,2.168,class1
0,3.14493,3.88653,class1
0,6.09927,8.93302,class2
0,1.16358,4.98621,class1
0,1.22562,2.88333,class1
0,5.97957,7.26881,class2
0,5.99485,5.205,class2
0,2.1712,5.40442,class1
0,2.49123,2.05203,class1
0,7.64512,6.80606,class2
0,2.42337,1.35132,class1
0,7.13456,7.59608,class2
0,6.79032,7.621,class2
0,6.7709,7.50088,class2
0,1.84902,0.961188,class1
0,7.42079,11.6978,class2
0,1.39,3.86574,class1
0,3.01793,4.68135,class1
0,1.91387,1.94985,class1
0,4.41772,1.0751,class1
0,0.355976,1.2576,class1
0,6.52858,7.56677,class2
0,5.37728,6.77606,class2
0,0.591819,2.11872,class1
0,0.947729,2.82631,class1
0,6.01646,7.44074,class2
0,1.58671,1.25748,class1
0,2.44823,3.00515,class1
0,1.14682,3.7168,class1
0,7.75483,7.72091,class2
0,3.60177,1.92166,class1
0,6.58252,8.89261,class2
0,7.77229,7.93724,class2
0,7.47443,7.54568,class2
0,8.04582,9.0792,class2
0,6.89761,6.89817,class2
0,8.34948,9.39397,class2
0,5.82437,5.5277,class2
0,7.13344,6.96148,class2
0,2.16169,2.2216,class1
0,0.815164,0.718416,class1
0,7.70809,7.12595,class2
0,9.27898,8.06021,class2
0,5.63649,7.96107,class2
0,1.67554,4.92007,class1
0,8.77113,7.7174,class2
0,7.87761,9.76666,class2
0,5.90133,7.03217,class2
0,-0.650134,2.37231,class1
0,6.27171,7.42241,class2
0,6.28778,9.78386,class2
0,7.06462,8.57465,class2
0,5.56929,7.77832,class2
0,2.25481,2.8065,class1
0,6.94575,7.86173,class2
0,1.40419,2.88754,class1
0,1.46402,3.76141,class1
0,7.38644,8.26892,class2
0,7.14731,10.1771,class2
0,1.39917,2.67368,class1
0,0.381126,3.90401,class1
0,7.09897,6.24272,class2
0,1.60183,4.78074,class1
0,2.88857,4.0251,class1
0,6.07161,6.50314,class2
0,8.81431,7.81473,class2
0,8.2709,8.47247,class2
0,6.39296,7.56184,class2
0,2.17412,2.55276,class1
0,1.10127,3.07597,class1
0,7.25549,8.67514,class2
0,5.65478,9.6852,class2
0,7.24783,7.77758,class2
0,2.64192,5.0092,class1
0,7.11548,6.71791,class2
0,6.15892,8.66579,class2
0,1.92718,0.00159222,class1
0,2.08099,1.92211,class1
0,7.73869,7.73464,class2
0,0.103157,4.29962,class1
0,7.6223,8.94198,class2
0,1.55825,1.52902,class1
0,3.6376,2.29609,class1
0,5.98528,7.2179,class2
0,6.98069,10.0588,class2
0,7.65968,11.0718,class2
0,6.88658,7.8149,class2
0,2.05171,2.22359,class1
0,6.62103,8.20573,class2
0,2.99796,3.68118,class1
0,8.54321,7.54266,class2
0,6.7137,7.29597,class2
0,2.65302,1.79472,class1
0,1.37049,2.40762,class1
0,5.97837,6.62347,class2
0,7.3028,7.88204,class2
0,4.94655,8.20141,class2
0,2.14638,1.58218,class1
0,2.41346,2.87139,class1
0,8.41141,7.66503,class2
0,1.1473,5.18574,class1
0,1.57788,4.40604,class1
0,2.25204,2.27479,class1
0,2.93344,4.73711,class1
0,1.38278,1.68718,class1
0,5.99244,10.0045,class2
0,2.35783,2.45315,class1
0,6.91946,7.48295,class2
0,5.79479,5.55495,class2
0,0.547746,3.44703,class1
0,2.5159,3.45195,class1
0,6.42166,6.01993,class2
0,7.86577,6.35161,class2
0,1.28042,4.55215,class1
0,7.00274,7.63715,class2
0,9.0346,7.33307,class2
0,-0.176541,1.35062,class1
0,2.04502,2.47504,class1
0,7.00648,7.84644,class2
0,8.73422,10.0664,class2
0,7.81497,7.91824,class2
0,2.908,2.46686,class1
0,1.55856,4.453,class1
0,5.68783,6.59144,class2
0,6.11301,7.92166,class2
0,5.85761,7.43386,class2
0,5.59777,9.48347,class2
0,2.52193,2.78917,class1
0,6.26547,9.62592,class2
0,1.41812,3.5655,class1
0,0.603419,3.81276,class1
0,0.599484,2.41687,class1
0,8.04995,4.62601,class2
0,1.59247,0.66706,class1
0,6.67895,6.16817,class2
0,6.99534,10.067,class2
0,2.23057,3.70401,class1
0,4.27645,2.56298,class1
0,6.12006,9.03555,class2
0,0.0371501,1.94247,class1
0,7.61491,7.43984,class2
0,5.7554,8.42498,class2
0,7.35994,8.07591,class2
0,8.4526,5.87747,class2
0,7.40563,8.46394,class2
0,8.4043,9.45301,class2
0,6.83497,9.03226,class2
0,2.79328,3.61456,class1
0,6.62841,9.04151,class2
0,8.36837,7.31287,class2
0,7.40104,9.16628,class2
0,8.64017,6.70932,class2
0,2.27046,0.806188,class1
0,2.81325,4.1811,class1
0,8.3601,6.80025,class2
0,7.52315,7.88626,class2
0,1.09493,2.37472,class1
0,3.23992,1.69663,class1
0,7.00445,6.15666,class2
0,1.81066,3.17512,class1
0,3.07367,2.15125,class1
0,6.92537,6.38979,class2
0,1.742,1.05591,class1
0,2.16657,2.62075,class1
0,8.18532,8.55753,class2
0,6.47465,9.57234,class2
0,7.11653,8.75143,class2
0,8.45975,7.33098,class2
0,4.61605,6.1121,class1
0,1.91894,3.32798,class1
0,5.77274,9.93216,class2
0,7.01274,8.73933,class2
0,7.3467,6.76119,class2
0,7.74467,8.8476,class2
0,6.81274,7.74282,class2
0,2.1426,1.34179,class1
0,1.07217,4.07698,class1
0,6.37124,6.88993,class2
0,2.33245,3.77897,class1
0,5.07718,7.80283,class2
0,7.84674,6.85601,class2
0,1.97702,2.971,class1
0,2.041,2.18066,class1
0,7.14145,7.97864,class2
0,7.52022,9.08456,class2
0,1.386,5.69951,class1
0,0.855133,3.16679,class1
0,6.79409,7.86379,class2
0,6.0705,8.3876,class2
0,2.50703,2.55687,class1
0,8.37685,9.29723,class2
0,0.974484,2.55211,class1
0,8.32023,9.08557,class2
0,6.84268,5.66062,class2
0,0.518753,2.6259,class1
0,1.90577,3.70047,class1
0,0.689811,2.58055,class1
0,7.1054,8.99411,class2
0,2.56191,4.57488,class1
0,2.27517,1.30287,class1
0,0.554343,4.31439,class1
0,0.991028,3.00121,class1
0,6.10995,7.70831,class2
0,2.89295,3.08172,class1
0,7.10315,6.83551,class2
0,6.35162,8.11487,class2
0,6.00832,9.81693,class2
0,1.07691,1.5128,class1
0,9.412,6.85175,class2
0,3.452,2.72128,class1
0,9.11309,10.1444,class2
0,6.04793,7.69997,class2
0,5.65586,5.80738,class2
0,7.59762,10.8255,class2
0,1.84501,3.79162,class1
0,7.58241,10.0629,class2
0,2.13792,2.66135,class1
0,3.49716,2.65614,class1
0,4.66549,6.97934,class2
0,1.37466,4.32992,class1
0,2.26712,0.593583,class1
0,8.13128,9.84516,class2
0,1.22848,2.04745,class1
0,2.17079,2.34927,class1
0,1.69777,3.03502,class1
0,2.16699,3.31202,class1
0,6.196,5.05558,class2
0,7.19534,9.37864,class2
0,6.16611,5.97613,class2
0,1.78054,2.11709,class1
0,1.18076,4.25631,class1
0,2.15298,2.89057,class1
0,3.02461,5.08514,class1
0,2.86244,2.95078,class1
0,8.82133,8.32471,class2
0,6.75038,9.43026,class2
0,7.5544,7.25547,class2
0,1.67167,3.49497,class1
0,3.44134,3.99629,class1
0,1.977,2.59244,class1
0,6.05453,6.07573,class2
0,6.10473,9.78175,class2
0,1.68341,3.76026,class1
0,1.9215,4.04844,class1
0,4.79519,8.96655,class2
0,0.956138,4.53421,class1
0,6.63813,8.12647,class2
0,2.44454,5.22922,class1
0,0.762301,4.66238,class1
0,6.86679,8.00427,class2
0,7.4709,10.5435,class2
0,4.28853,2.35561,class1
0,2.09708,4.8464,class1
0,7.58748,7.13286,class2
0,1.07569,3.54432,class1
0,2.43974,4.11984,class1
0,3.7824,5.53841,class1
0,6.93564,8.40924,class2
0,8.41687,8.65319,class2
0,1.94098,4.07106,class1
0,8.20333,10.6209,class2
0,8.56794,8.00379,class2
0,2.40991,1.45522,class1
0,7.09191,8.60384,class2
0,7.02612,8.39341,class2
0,8.4608,8.97511,class2
0,0.997026,5.53806,class1
0,7.15578,6.1419,class2
0,2.80295,3.97959,class1
0,1.8428,2.04603,class1
0,7.22952,8.09561,class2
0,7.31517,5.91398,class2
0,6.24657,6.21781,class2
0,7.11894,7.42171,class2
0,7.11458,9.45718,class2
0,-0.723046,5.06032,class1
0,1.84902,5.00521,class1
0,6.91199,8.59415,class2
0,1.36941,1.44466,class1
0,9.00143,8.46098,class2
0,7.08724,6.70096,class2
0,2.60004,1.28183,class1
0,3.37731,2.00078,class1
0,6.4643,9.40426,class2
0,7.05744,9.85182,class2
0,1.33546,3.29837,class1
0,2.18413,4.61933,class1
0,8.01299,7.16273,class2
0,7.46099,8.69325,class2
0,1.83184,4.19287,class1
0,2.74639,2.08125,class1
0,7.44647,8.14835,class2
0,1.73668,1.24495,class1
0,7.87599,9.90223,class2
0,2.05234,3.29916,class1
0,7.91358,6.97694,class2
0,3.68953,5.48233,class1
0,7.21134,7.53568,class2
