@relation Output_Experiment1_500_2

@attribute 0 numeric
@attribute 1 numeric
@attribute 2 numeric
@attribute class1 {class1,class2}

@data
1,6.4908,7.02635,class2
1,6.56318,9.36633,class2
1,-2.77303,5.52989,class1
1,5.25867,8.62033,class2
1,10.5033,6.48247,class2
1,7.4328,7.70987,class2
1,-3.48427,4.0659,class1
1,-2.49475,7.77583,class1
1,-4.09036,7.15139,class1
1,-6.42549,5.98153,class1
1,10.3149,7.3923,class2
1,8.14645,6.48668,class2
1,0.0798181,5.9448,class1
1,6.28587,6.33513,class2
1,6.80865,6.88131,class2
1,-1.03419,6.41488,class1
1,-1.16948,4.8817,class1
1,-1.70513,6.56049,class1
1,-2.42444,7.67211,class1
1,-3.27596,4.03325,class1
1,-6.72651,6.61237,class1
1,-3.44208,8.46182,class1
1,10.2802,9.6016,class2
1,6.57568,10.7432,class2
1,0.356257,5.72421,class1
1,-4.39329,3.5003,class1
1,6.83465,6.88751,class2
1,7.26041,9.18307,class2
1,4.09903,9.32803,class2
1,6.50093,8.75283,class2
1,6.9618,8.60966,class2
1,3.03832,9.41256,class2
1,-4.03559,3.10442,class1
1,-2.90575,6.01277,class1
1,-5.61281,5.35818,class1
1,0.496377,5.22411,class1
1,8.39072,6.89968,class2
1,-3.48419,5.55332,class1
1,-2.81785,5.85213,class1
1,8.44838,8.92755,class2
1,1.05984,6.6662,class1
1,-1.75748,5.65245,class1
1,6.5018,8.9557,class2
1,7.93208,9.15319,class2
1,5.26318,7.04127,class2
1,6.62049,10.4643,class2
1,5.79061,8.74358,class2
1,7.77393,9.44116,class2
1,9.3035,7.51312,class2
1,5.72499,6.62655,class2
1,-0.652689,4.14067,class1
1,-4.5273,3.72976,class1
1,8.92846,6.04831,class2
1,4.91873,6.61219,class2
1,4.79083,6.99737,class2
1,3.62893,9.83617,class2
1,-5.29117,5.94031,class1
1,-2.33566,5.59844,class1
1,-0.878118,7.8842,class1
1,-1.42136,5.13536,class1
1,4.65403,6.05051,class2
1,7.26586,6.95071,class2
1,7.13834,7.25453,class2
1,-1.93313,6.08663,class1
1,0.0369445,6.03292,class1
1,-4.43286,4.84145,class1
1,8.52325,7.80225,class2
1,7.20476,8.65326,class2
1,0.728502,4.65776,class1
1,5.52576,8.1063,class2
1,6.4906,8.15567,class2
1,-5.26912,6.44598,class1
1,-0.748585,5.10105,class1
1,4.73955,9.25321,class2
1,6.03867,9.56653,class2
1,-0.843476,5.05589,class1
1,-2.52517,6.77748,class1
1,5.97463,7.91596,class2
1,-4.41639,5.30014,class1
1,7.30548,8.41203,class2
1,-1.5504,6.75337,class1
1,-2.53606,6.83932,class1
1,-3.06761,5.58459,class1
1,-2.44538,6.07536,class1
1,3.98287,7.94069,class2
1,-4.80048,6.49622,class1
1,2.27585,5.64211,class1
1,-4.71018,6.6736,class1
1,-5.22729,6.51087,class1
1,8.543,6.67034,class2
1,7.07348,8.51674,class2
1,-3.88263,5.21274,class1
1,7.56213,5.90634,class2
1,7.47477,8.76213,class2
1,-5.18615,6.94334,class1
1,-1.87679,8.31092,class1
1,7.67276,7.66706,class2
1,-5.42308,6.04552,class1
1,9.84338,9.83599,class2
1,-1.35327,3.59995,class1
1,-4.1079,3.69395,class1
1,6.76351,5.08799,class2
1,5.99826,7.33081,class2
1,7.39812,5.96924,class2
1,5.96622,7.65387,class2
1,-2.89827,4.92529,class1
1,5.10897,4.63346,class2
1,-3.05605,6.34149,class1
1,8.67376,7.25233,class2
1,0.718798,7.35966,class1
1,6.94788,8.33668,class2
1,-3.98188,5.69463,class1
1,5.46998,8.58236,class2
1,-6.15975,4.17606,class1
1,-2.69912,5.04258,class1
1,9.69208,6.44927,class2
1,3.14977,8.34603,class2
1,5.78046,8.41434,class2
1,-2.75474,7.80715,class1
1,5.91218,9.36684,class2
1,6.28084,5.49505,class2
1,7.34924,9.79331,class2
1,2.8078,5.84193,class2
1,-4.05198,5.94109,class1
1,-1.62316,6.90958,class1
1,-4.45186,7.92897,class1
1,-1.61604,7.24776,class1
1,10.428,8.77102,class2
1,-2.02347,5.43065,class1
1,6.85549,9.8995,class2
1,-1.68753,4.54669,class1
1,-2.06888,4.63425,class1
1,7.2229,6.7043,class2
1,8.3564,9.79254,class2
1,-1.17648,7.15807,class1
1,-7.13305,5.21139,class1
1,-1.6538,6.26606,class1
1,-3.71013,5.96368,class1
1,-7.76026,5.75796,class1
1,5.76181,9.92952,class2
1,7.98152,8.34101,class2
1,-2.70676,5.29354,class1
1,-3.91952,5.40684,class1
1,8.41678,7.53809,class2
1,-1.90098,8.1218,class1
1,8.32509,9.55336,class2
1,7.31881,6.55843,class2
1,5.93511,9.14482,class2
1,-4.70739,7.26112,class1
1,-2.58226,4.9374,class1
1,0.443529,8.5152,class1
1,-3.07662,7.16609,class1
1,-1.5311,5.88505,class1
1,-4.42117,5.51182,class1
1,-5.94546,5.04748,class1
1,-0.160427,5.34253,class1
1,7.36434,7.34041,class2
1,5.17412,7.57597,class2
1,6.98621,7.88727,class2
1,-2.8436,3.2347,class1
1,2.96921,10.0939,class2
1,0.303289,8.3369,class1
1,8.59293,8.58404,class2
1,-0.99886,7.64672,class1
1,8.54495,4.30649,class2
1,9.55192,7.74122,class2
1,1.01553,6.78053,class1
1,-2.62153,7.07955,class1
1,8.81597,5.05583,class2
1,-1.28007,6.48676,class1
1,-5.95019,3.48369,class1
1,-3.70473,2.94813,class1
1,-4.46334,4.58735,class1
1,5.68197,6.12791,class2
1,7.27631,9.66776,class2
1,-5.96003,5.51221,class1
1,6.87512,9.53616,class2
1,4.37584,7.3974,class2
1,6.626,8.69225,class2
1,4.94544,4.88357,class2
1,3.24042,6.96749,class2
1,4.77539,7.35793,class2
1,6.72067,6.82454,class2
1,-2.26234,6.26132,class1
1,-2.69007,4.92419,class1
1,-3.12972,7.01723,class1
1,-4.41693,4.63955,class1
1,8.03758,7.58261,class2
1,7.24518,12.0041,class2
1,-2.13335,5.93169,class1
1,-2.82605,7.30558,class1
1,5.19491,8.67075,class2
1,7.35616,7.34058,class2
1,-2.35525,8.49261,class1
1,6.09855,6.24382,class2
1,-4.59783,5.83769,class1
1,-4.88835,6.61806,class1
1,3.99224,7.22693,class2
1,5.1456,8.22565,class2
1,-4.85343,4.4086,class1
1,-4.10549,7.26329,class1
1,-1.30088,5.2963,class1
1,8.5037,9.12379,class2
1,-2.35083,5.65128,class1
1,6.51675,7.41576,class2
1,6.64593,7.49601,class2
1,-2.41916,5.77119,class1
1,7.05081,9.00079,class2
1,-0.914054,4.10959,class1
1,-1.70949,7.88481,class1
1,7.97501,7.7201,class2
1,8.27041,8.11855,class2
1,6.43062,10.2749,class2
1,-2.81111,8.6613,class1
1,-2.76674,7.02032,class1
1,3.35879,7.15952,class2
1,0.709505,7.08083,class1
1,7.37129,9.95753,class2
1,4.35787,9.86433,class2
1,-4.27981,6.3979,class1
1,8.47866,9.51306,class2
1,-1.29148,7.31508,class1
1,-5.01931,6.36974,class1
1,5.57009,8.33006,class2
1,7.32678,11.0573,class2
1,-4.1317,4.43243,class1
1,-3.31278,4.62628,class1
1,-3.61144,6.18839,class1
1,3.81957,9.00592,class2
1,5.34365,9.94759,class2
1,7.00777,9.0559,class2
1,-2.51291,5.51664,class1
1,-1.60027,5.48931,class1
1,7.23543,10.0257,class2
1,-4.04777,4.6422,class1
1,8.90428,7.30124,class2
1,-2.72384,7.51737,class1
1,-2.01568,5.77423,class1
1,-2.58887,5.61169,class1
1,6.45926,6.32506,class2
1,-2.55881,3.60176,class1
1,8.98602,7.38069,class2
1,-2.56291,3.92427,class1
1,-3.84568,6.87385,class1
1,-3.05366,4.34393,class1
1,-3.18254,5.86131,class1
1,4.36928,7.81918,class2
1,-2.4637,6.3673,class1
1,6.7074,6.98927,class2
1,-6.13617,5.22074,class1
1,-4.71101,5.31335,class1
1,-3.90322,6.87877,class1
1,-1.225,5.13543,class1
1,-6.90034,5.3775,class1
1,9.11817,7.51018,class2
1,6.61485,9.12994,class2
1,-2.63653,4.16462,class1
1,6.12296,10.917,class2
1,-1.81362,4.52912,class1
1,7.24894,10.3359,class2
1,8.16959,9.76727,class2
1,6.29634,5.86924,class2
1,6.04491,8.48859,class2
1,6.53369,7.50358,class2
1,7.12838,7.6799,class2
1,8.02319,6.72086,class2
1,-2.26953,4.78694,class1
1,-4.78923,5.89701,class1
1,-3.18863,7.13495,class1
1,-2.26992,5.40643,class1
1,-4.79514,7.39177,class1
1,-4.52525,5.64906,class1
1,6.91303,11.2116,class2
1,4.75406,6.25198,class2
1,-1.99804,6.23676,class1
1,5.43514,9.29037,class2
1,-4.31209,6.10339,class1
1,6.77179,8.44438,class2
1,-1.97143,8.26358,class1
1,7.26846,6.67066,class2
1,6.35171,7.50335,class2
1,4.61812,8.50141,class2
1,7.49533,10.9642,class2
1,-4.29669,7.27937,class1
1,3.61166,7.40103,class2
1,6.60605,10.305,class2
1,7.39158,8.00656,class2
1,4.91007,6.88592,class2
1,8.33631,8.29767,class2
1,7.91218,8.93886,class2
1,7.95704,10.6288,class2
1,-3.2127,7.78566,class1
1,9.07315,8.92835,class2
1,-3.10774,6.30265,class1
1,-4.59524,6.33062,class1
1,-3.42192,7.57009,class1
1,-4.27439,5.96199,class1
1,-1.52485,3.61799,class1
1,8.70557,5.61028,class2
1,9.83911,7.61386,class2
1,-6.35152,7.40212,class1
1,-3.49277,6.34325,class1
1,-4.10995,7.78022,class1
1,8.1561,8.74676,class2
1,-2.03411,6.71914,class1
1,9.07369,7.6682,class2
1,-7.28138,7.36995,class1
1,-0.991088,5.04408,class1
1,5.42642,6.83562,class2
1,5.2365,7.93099,class2
1,-4.38996,5.01936,class1
1,5.66384,8.89944,class2
1,-5.47513,6.08252,class1
1,8.09902,8.86809,class2
1,6.14655,7.16599,class2
1,-1.3266,7.42093,class1
1,-3.37412,5.06576,class1
1,6.49685,7.7658,class2
1,-1.5682,8.65713,class1
1,-2.87414,5.30462,class1
1,9.5063,9.55575,class2
1,5.10842,9.39033,class2
1,6.63468,10.2276,class2
1,-4.1839,6.96721,class1
1,2.21838,7.45831,class2
1,6.30509,11.3799,class2
1,-6.38181,4.912,class1
1,-2.91363,6.23557,class1
1,11.086,5.9607,class2
1,-0.707965,4.18879,class1
1,-2.8278,2.27519,class1
1,8.24083,8.14245,class2
1,-2.34367,5.44282,class1
1,-4.91301,8.45389,class1
1,-6.61533,6.22197,class1
1,-0.608524,6.39217,class1
1,6.05496,10.1576,class2
1,0.0162754,8.33525,class1
1,7.98559,11.3534,class2
1,0.265745,4.62318,class1
1,-3.57365,10.1608,class1
1,9.35753,7.29756,class2
1,-3.54759,5.04043,class1
1,-1.28056,5.259,class1
1,-1.88313,6.94972,class1
1,8.19092,7.99202,class2
1,6.40363,9.54797,class2
1,6.46691,7.3264,class2
1,10.2999,8.42598,class2
1,9.53113,10.0825,class2
1,-2.64739,9.06045,class1
1,8.2896,10.0655,class2
1,-1.66802,7.66364,class1
1,0.631502,3.78933,class1
1,-3.59504,4.60189,class1
1,8.82265,7.52099,class2
1,8.18286,6.04296,class2
1,7.25639,5.51814,class2
1,-4.27324,4.17121,class1
1,7.90006,5.50632,class2
1,5.48434,11.0251,class2
1,-4.1506,8.34807,class1
1,-3.43614,5.80323,class1
1,4.07031,7.43944,class2
1,6.92866,7.59432,class2
1,8.45265,8.27838,class2
1,7.39191,8.4593,class2
1,-0.256245,6.36601,class1
1,6.85922,10.6028,class2
1,-1.38163,5.54602,class1
1,-3.55861,6.03874,class1
1,-0.88799,6.89052,class1
1,4.55251,8.80668,class2
1,-4.27747,5.35678,class1
1,1.71427,5.69168,class1
1,5.41278,6.81825,class2
1,-5.59299,6.8253,class1
1,-1.45521,7.1414,class1
1,-1.19289,5.98432,class1
1,-6.864,4.5714,class1
